"object","property","value"
"LIMIT>IDL.START.TIME",,
"LIMIT>IDL.END.TIME",,
"LIMIT>SINGLE.TIME.BAND",,
"LIMIT>ADJUST.AVAIL.AMT",,
"LIMIT>CUSTOMER.NUMBER|CUSTOMER","type","strong"
"LIMIT>JOINT.LIABILITY",,
"LIMIT>LIMIT.TYPE",,
"LIMIT>BUFFER",,
"LIMIT>SERIAL.NUMBER",,
"LIMIT>RISK.GROUP.ID|CUSTOMER.GROUP","type","strong"
"LIMIT>SHARED.LIMIT",,
"LIMIT>BUSINESS.UNIT|COMPANY","type","strong"
"LIMIT>BAND.ORIGINAL.LIMIT",,
"LIMIT>SEL.ARR.ID",,
"LIMIT.ALTERNATIVE.KEY>@ID",,
"LIMIT.ALTERNATIVE.KEY>NEW.KEY",,
"LIMIT.ALTERNATIVE.KEY>OLD.KEY",,
"LIMIT.ALTERNATIVE.KEY>JOINT.LIAB",,
"LIMIT.ALTERNATIVE.KEY>BUFFER.KEY",,
"LIMIT.ALTERNATIVE.KEY>REPORTING.KEY",,
"LIMIT.ALTERNATIVE.KEY>SHARED.LIMIT",,
"LIMIT.CCY.LINK>@ID",,
"LIMIT.CCY.LINK>MNE.COMPANY",,
"LIMIT.CCY.LINK>LOCAL.CCY",,
"LIMIT.CHANGE>@ID",,
"LIMIT.CHANGE>CUSTOMER.NO|CUSTOMER","type","strong"
"LIMIT.CHANGE>LIABILITY.NO|CUSTOMER","type","strong"
"LIMIT.CHANGE>CREDIT.LINE.NO",,
"LIMIT.CHANGE>NEW.CURRENCY",,
"LIMIT.CHANGE>NEW.CHECK.LIMIT",,
"LIMIT.CHANGE>LIMIT.REFERENCE|LIMIT.REFERENCE","type","strong"
"LIMIT.CHANGE>NEW.PERCENTAGE",,
"LIMIT.CHANGE>LIM.BAND.LEVEL",,
"LIMIT.CHANGE>MATUR.PERIOD",,
"LIMIT.CHANGE>NEW.PERC",,
"LIMIT.CHANGE>LIMIT.SUBR|PGM.FILE","type","strong"
"LIMIT.CHANGE>PERCENTAGE.CAP",,
"LIMIT.CHANGE>PERCENTAGE.FLR",,
"LIMIT.CHANGE>PERC.CALC.BASIS",,
"LIMIT.CHANGE>NET.OUTSTANDING",,
"LIMIT.CHANGE>ORDER.PRIORITY",,
"LIMIT.CHANGE>SHARING.GROUP.KEY|LIMIT.SHARING.GROUP","type","strong"
"LIMIT.CHANGE>REMOVE.CUSTOMER|CUSTOMER","type","strong"
"LIMIT.CHANGE>REMOVE.PRODUCT|LIMIT.REFERENCE","type","strong"
"LIMIT.CHANGE>GROUP.CUSTOMER|LI.CUSTOMER.GROUP","type","strong"
"LIMIT.CHANGE>NEW.CUS.PRIORITY",,
"LIMIT.CHANGE>NEW.GROUP.ORDER",,
"LIMIT.CHANGE>ALLOCATION.KEY|CO.ALLOCATION.PARAMETER","type","strong"
"LIMIT.CHANGE>NEW.COVER.LIABILITY",,
"LIMIT.CHANGE>NEW.USE.COLLATERAL",,
"LIMIT.CHANGE>NEW.PRIORITY.RECEIVE",,
"LIMIT.CHANGE>NEW.ASSET.ORDER|COLLATERAL.CODE","type","strong"
"LIMIT.CHANGE>ALLOC.RESERVED10",,
"LIMIT.CHANGE>ALLOC.RESERVED9",,
"LIMIT.CHANGE>ALLOC.RESERVED8",,
"LIMIT.CHANGE>ALLOC.RESERVED7",,
"LIMIT.CHANGE>ALLOC.RESERVED6",,
"LIMIT.CHANGE>ALLOC.RESERVED5",,
"LIMIT.CHANGE>ALLOC.RESERVED4",,
"LIMIT.CHANGE>ALLOC.RESERVED3",,
"LIMIT.CHANGE>ALLOC.RESERVED2",,
"LIMIT.CHANGE>ALLOC.RESERVED1",,
"LIMIT.CHANGE.HIST>@ID",,
"LIMIT.CHANGE.HIST>CUSTOMER.NO|CUSTOMER","type","strong"
"LIMIT.CHANGE.HIST>LIABILITY.NO|CUSTOMER","type","strong"
"LIMIT.CHANGE.HIST>CREDIT.LINE.NO",,
"LIMIT.CHANGE.HIST>NEW.CURRENCY|CURRENCY","type","strong"
"LIMIT.CHANGE.HIST>NEW.CHECK.LIMIT",,
"LIMIT.CHANGE.HIST>LIMIT.REFERENCE|LIMIT.REFERENCE","type","strong"
"LIMIT.CHANGE.HIST>NEW.PERCENTAGE",,
"LIMIT.CHANGE.HIST>LIM.BAND.LEVEL",,
"LIMIT.CHANGE.HIST>MATUR.PERIOD",,
"LIMIT.CHANGE.HIST>NEW.PERC",,
"LIMIT.CHANGE.HIST>LIMIT.SUBR|PGM.FILE","type","strong"
"LIMIT.CHANGE.HIST>PERCENTAGE.CAP",,
"LIMIT.CHANGE.HIST>PERCENTAGE.FLR",,
"LIMIT.CHANGE.HIST>PERC.CALC.BASIS",,
"LIMIT.CHANGE.HIST>NET.OUTSTANDING",,
"LIMIT.CHANGE.HIST>ORDER.PRIORITY",,
"LIMIT.CHANGE.HIST>SHARING.GROUP.KEY|LIMIT.SHARING.GROUP","type","strong"
"LIMIT.CHANGE.HIST>REMOVE.CUSTOMER|CUSTOMER","type","strong"
"LIMIT.CHANGE.HIST>REMOVE.PRODUCT|LIMIT.REFERENCE","type","strong"
"LIMIT.CHANGE.HIST>GROUP.CUSTOMER|LI.CUSTOMER.GROUP","type","strong"
"LIMIT.CHANGE.HIST>NEW.CUS.PRIORITY",,
"LIMIT.CHANGE.HIST>NEW.GROUP.ORDER",,
"LIMIT.CHANGE.HIST>ALLOCATION.KEY|CO.ALLOCATION.PARAMETER","type","strong"
"LIMIT.CHANGE.HIST>NEW.COVER.LIABILITY",,
"LIMIT.CHANGE.HIST>NEW.USE.COLLATERAL",,
"LIMIT.CHANGE.HIST>NEW.PRIORITY.RECEIVE",,
"LIMIT.CHANGE.HIST>NEW.ASSET.ORDER|COLLATERAL.CODE","type","strong"
"LIMIT.CHANGE.HIST>ALLOC.RESERVED10",,
"LIMIT.CHANGE.HIST>ALLOC.RESERVED9",,
"LIMIT.CHANGE.HIST>ALLOC.RESERVED8",,
"LIMIT.CHANGE.HIST>ALLOC.RESERVED7",,
"LIMIT.CHANGE.HIST>ALLOC.RESERVED6",,
"LIMIT.CHANGE.HIST>ALLOC.RESERVED5",,
"LIMIT.CHANGE.HIST>ALLOC.RESERVED4",,
"LIMIT.CHANGE.HIST>ALLOC.RESERVED3",,
"LIMIT.CHANGE.HIST>ALLOC.RESERVED2",,
"LIMIT.CHANGE.HIST>ALLOC.RESERVED1",,
"LIMIT.COL.ALLOC.WORK>@ID",,
"LIMIT.COL.ALLOC.WORK>LIMIT.ID",,
"LIMIT.COL.ALLOC.WORK>LIMIT.CCY|CURRENCY","type","strong"
"LIMIT.COL.ALLOC.WORK>COLL.CODE|COLLATERAL.CODE","type","strong"
"LIMIT.COL.ALLOC.WORK>COLL.RIGHT",,
"LIMIT.COL.ALLOC.WORK>COL.ALOC.PTY",,
"LIMIT.COL.ALLOC.WORK>MAI.ALOC.PTY",,
"LIMIT.COL.ALLOC.WORK>ALOCATED.AMT",,
"LIMIT.COL.ALLOC.WORK>COVER.EXTEND",,
"LIMIT.COL.ALLOC.WORK>AMT.SHORT",,
"LIMIT.COL.ALLOC.WORK>AMT.SHORT.LCY",,
"LIMIT.COL.ALLOC.WORK>COLL.RIGHT.ID",,
"LIMIT.COL.ALLOC.WORK>UNUTIL.COL.AMT",,
"LIMIT.COL.ALLOC.WORK>UNUT.COL.LCY",,
"LIMIT.COL.ALLOC.WORK>MODIFIED.MANUALLY",,
"LIMIT.COL.ALLOC.WORK>LAST.REALLOC.TIME",,
"LIMIT.COLLAT>@ID",,
"LIMIT.COLLAT>DESCRIPTION",,
"LIMIT.COLLAT>SHORT.NAME",,
"LIMIT.COMMODITY>@ID",,
"LIMIT.COMMODITY>DESCRIPTION",,
"LIMIT.COMMODITY>GRADE.COMMODITY|CUSTOMER.STATUS","type","strong"
"LIMIT.COMMODITY>PRODUCT.GROUP",,
"LIMIT.COMMODITY>LIMIT.CURRENCY|CURRENCY","type","strong"
"LIMIT.COMMODITY>LIMIT.AMOUNT",,
"LIMIT.COMMODITY>GRADE.PRODUCT|CUSTOMER.STATUS","type","strong"
"LIMIT.COMMODITY>REPORT.PROD.GRP",,
"LIMIT.COMMODITY>REPORT.CURRENCY|CURRENCY","type","strong"
"LIMIT.COMMODITY>REPRT.LIMIT.AMT",,
"LIMIT.COMMODITY>REPRT.OUTSTANDG",,
"LIMIT.COMMODITY>REPRT.AVAILABLE",,
"LIMIT.COMMODITY>OS.CURRENCY|CURRENCY","type","strong"
"LIMIT.COMMODITY>OS.AMOUNT",,
"LIMIT.COMMODITY.GRP>@ID",,
"LIMIT.COMMODITY.GRP>DESCRIPTION",,
"LIMIT.COMMODITY.GRP>COMMODITY.CODE|INDUSTRY","type","strong"
"LIMIT.COMMODITY.GRP>GROUP",,
"LIMIT.COMMODITY.GRP>K.GROUP",,
"LIMIT.COUNTRY>@ID",,
"LIMIT.COUNTRY>DESCRIPTION",,
"LIMIT.COUNTRY>GRADE.COUNTRY|CUSTOMER.STATUS","type","strong"
"LIMIT.COUNTRY>PRODUCT.GROUP",,
"LIMIT.COUNTRY>LIMIT.CURRENCY|CURRENCY","type","strong"
"LIMIT.COUNTRY>LIMIT.AMOUNT",,
"LIMIT.COUNTRY>GRADE.PRODUCT|CUSTOMER.STATUS","type","strong"
"LIMIT.COUNTRY>REPORT.PROD.GRP",,
"LIMIT.COUNTRY>REPORT.CURRENCY|CURRENCY","type","strong"
"LIMIT.COUNTRY>REPRT.LIMIT.AMT",,
"LIMIT.COUNTRY>REPRT.OUTSTANDG",,
"LIMIT.COUNTRY>REPRT.AVAILABLE",,
"LIMIT.COUNTRY>OS.CURRENCY|CURRENCY","type","strong"
"LIMIT.COUNTRY>OS.AMOUNT",,
"LIMIT.COUNTRY.GRP>@ID",,
"LIMIT.COUNTRY.GRP>DESCRIPTION",,
"LIMIT.COUNTRY.GRP>COUNTRY.CODE|COUNTRY","type","strong"
"LIMIT.COUNTRY.GRP>GROUP",,
"LIMIT.COUNTRY.GRP>K.GROUP",,
"LIMIT.CROSS.PARAM>@ID",,
"LIMIT.CROSS.PARAM>TOP.CROSS.REF",,
"LIMIT.CROSS.PARAM>LINKED.REF",,
"LIMIT.CROSS.USAGE>@ID",,
"LIMIT.CROSS.USAGE>NEXT.SEQ.NO",,
"LIMIT.CROSS.USAGE>PRODUCT.SEQ.NO",,
"LIMIT.CROSS.USAGE>NXT.CROSS.LIMIT",,
"LIMIT.CROSS.USAGE>SEQ.NOS.USED",,
"LIMIT.CROSS.USAGE>CROSS.LIMITS",,
"LIMIT.CROSS.USAGE>SUB.LIMITS",,
"LIMIT.CROSS.USAGE>NXT.PROD.LINK",,
"LIMIT.CROSS.USAGE>NEXT.PROD.REF",,
"LIMIT.CURRENCY>@ID|CURRENCY","type","strong"
"LIMIT.CURRENCY>DESCRIPTION",,
"LIMIT.CURRENCY>GRADE.CURRENCY|CUSTOMER.STATUS","type","strong"
"LIMIT.CURRENCY>PRODUCT.GROUP",,
"LIMIT.CURRENCY>LIMIT.AMOUNT",,
"LIMIT.CURRENCY>GRADE.PRODUCT|CUSTOMER.STATUS","type","strong"
"LIMIT.CURRENCY>REPORT.PROD.GRP",,
"LIMIT.CURRENCY>REPRT.LIMIT.AMT",,
"LIMIT.CURRENCY>REPRT.OUTSTANDG",,
"LIMIT.CURRENCY>REPRT.AVAILABLE",,
"LIMIT.CUSTOMER.CHANGE>@ID",,
"LIMIT.CUSTOMER.CHANGE>DESCRIPTION",,
"LIMIT.CUSTOMER.CHANGE>CUSTOMER.NUMBER|CUSTOMER","type","strong"
"LIMIT.CUSTOMER.CHANGE>LIABILITY.NUMBER|CUSTOMER","type","strong"
"LIMIT.CUSTOMER.CHANGE>SHARING.GROUP.KEY|LIMIT.SHARING.GROUP","type","strong"
"LIMIT.CUSTOMER.CHANGE>REMOVE.CUSTOMER|CUSTOMER","type","strong"
"LIMIT.CUSTOMER.CHANGE>REMOVE.PRODUCT|LIMIT.REFERENCE","type","strong"
"LIMIT.DAILY.OS>@ID",,
"LIMIT.DAILY.OS>TXN.REF.COMPANY",,
"LIMIT.DAILY.OS>TXN.REFERENCE",,
"LIMIT.DAILY.OS>TXN.CURRENCY|CURRENCY","type","strong"
"LIMIT.DAILY.OS>TXN.AMOUNT",,
"LIMIT.DAILY.OS>OTHER.CURRENCY|CURRENCY","type","strong"
"LIMIT.DAILY.OS>OTHER.AMOUNT",,
"LIMIT.DAILY.OS>FROM.CURRENCY|CURRENCY","type","strong"
"LIMIT.DAILY.OS>TO.CURRENCY|CURRENCY","type","strong"
"LIMIT.DAILY.OS>FROM.AMOUNT",,
"LIMIT.DAILY.OS>TO.AMOUNT",,
"LIMIT.DAILY.OS>NET.CCY|CURRENCY","type","strong"
"LIMIT.DAILY.OS>NET.AMOUNT",,
"LIMIT.DAILY.OS>CLEAN.RISK.USED",,
"LIMIT.DAILY.OS>CLEAN.RISK.AVAIL",,
"LIMIT.DAILY.OS>LIAB.NO",,
"LIMIT.DAILY.OS>REF.NO",,
"LIMIT.DAILY.OS>SER.NO",,
"LIMIT.DAILY.OS>CUST.NO",,
"LIMIT.DAILY.OS>TXN.FULL.AMT",,
"LIMIT.DAILY.OS>OTHER.FULL.AMT",,
"LIMIT.DAILY.OS>REPL.VALUE",,
"LIMIT.ERROR>@ID",,
"LIMIT.ERROR>LIMIT.REFERENCE",,
"LIMIT.ERROR>SERIAL.NUMBER",,
"LIMIT.ERROR>TYPE.REFERENCE",,
"LIMIT.ERROR>SUB.REFERENCE",,
"LIMIT.ERROR>ERROR.TEXT",,
"LIMIT.ERROR>ERROR.CODE",,
"LIMIT.ERROR>DTE.LAST.EXCESS",,
"LIMIT.ERROR>AMT.LAST.EXCESS",,
"LIMIT.EXPIRY>@ID",,
"LIMIT.EXPIRY>CREDIT.LINE.NO",,
"LIMIT.FX.PROFIT.LOSS>@ID",,
"LIMIT.FX.PROFIT.LOSS>VALUE.DATE",,
"LIMIT.FX.PROFIT.LOSS>CUS.BUY.CCY|CURRENCY","type","strong"
"LIMIT.FX.PROFIT.LOSS>CUS.SEL.CCY|CURRENCY","type","strong"
"LIMIT.FX.PROFIT.LOSS>TOTAL.CUS.PL",,
"LIMIT.FX.PROFIT.LOSS>CUS.BUY.POS",,
"LIMIT.FX.PROFIT.LOSS>CUS.SEL.POS",,
"LIMIT.FX.PROFIT.LOSS>PROFIT.LOSS",,
"LIMIT.FX.PROFIT.LOSS>REVAL.DATE",,
"LIMIT.FX.PROFIT.LOSS>LIMIT.OS.AMT",,
"LIMIT.FX.PROFIT.LOSS>NET.CURRENCY|CURRENCY","type","strong"
"LIMIT.FX.PROFIT.LOSS>TOT.BUY.POS",,
"LIMIT.FX.PROFIT.LOSS>TOT.SELL.POS",,
"LIMIT.FX.PROFIT.LOSS>MARGIN.AMT",,
"LIMIT.FX.PROFIT.LOSS>TOTAL.CUS.LOSS",,
"LIMIT.FX.PROFIT.LOSS>TOTAL.CUS.PROFIT",,
"LIMIT.HIERARCHY.BALANCES>@ID",,
"LIMIT.HIERARCHY.BALANCES>LIMIT.ID",,
"LIMIT.HIERARCHY.BALANCES>LIMIT.CURRENCY",,
"LIMIT.HIERARCHY.BALANCES>ADVISED.AMOUNT",,
"LIMIT.HIERARCHY.BALANCES>MAXIMUM.TOTAL",,
"LIMIT.HIERARCHY.BALANCES>TIME.CODE",,
"LIMIT.HIERARCHY.BALANCES>INTERNAL.BAND.AMT",,
"LIMIT.HIERARCHY.BALANCES>LIMIT.BAND",,
"LIMIT.HIERARCHY.BALANCES>SUB.ALLOC.TAKEN",,
"LIMIT.HIERARCHY.BALANCES>SUB.ALLOC.GIVEN",,
"LIMIT.LIAB.REPORT>@ID",,
"LIMIT.LIAB.REPORT>DESCRIPTION",,
"LIMIT.LIAB.REPORT>CUSTOMER.NO|CUSTOMER","type","strong"
"LIMIT.LIABILITY>@ID",,
"LIMIT.LIABILITY>CREDIT.LINE.NO",,
"LIMIT.LINES>@ID",,
"LIMIT.LINES>CREDIT.LINE.NO",,
"LIMIT.NETTING.PARAM>@ID",,
"LIMIT.NETTING.PARAM>DESCRIPTION",,
"LIMIT.NETTING.PARAM>LIMIT.REFERENCE",,
"LIMIT.NETTING.PARAM>NETTING.TYPE",,
"LIMIT.NETTING.PARAM>REPL.PERC",,
"LIMIT.NETTING.PARAM>PROFIT.PERC",,
"LIMIT.NETTING.PARAM>RECALC.ONLINE",,
"LIMIT.NETTING.PARAM>RATE.USED",,
"LIMIT.PARAMETER>@ID",,
"LIMIT.PARAMETER>NET.OUTSTANDING",,
"LIMIT.PARAMETER>EXPIRIES.REPORTING",,
"LIMIT.PARAMETER>REVIEWS.REPORTING",,
"LIMIT.PARAMETER>REVALUATION.TIME",,
"LIMIT.PARAMETER>FULL.CLL.REPORT",,
"LIMIT.PARAMETER>COMMODITY.EXP.DAY",,
"LIMIT.PARAMETER>FULL.COMMODITY.EXP",,
"LIMIT.PARAMETER>COUNTRY.EXP.DAY",,
"LIMIT.PARAMETER>FULL.COUNTRY.EXP",,
"LIMIT.PARAMETER>CURRENCY.EXP.DAY",,
"LIMIT.PARAMETER>FULL.CURRENCY.EXP",,
"LIMIT.PARAMETER>ADM.EXTENSION.DAYS",,
"LIMIT.PARAMETER>APPLICATION|PGM.FILE","type","strong"
"LIMIT.PARAMETER>PRODUCT.NO|LIMIT.REFERENCE","type","strong"
"LIMIT.PARAMETER>DECIS.FIELD",,
"LIMIT.PARAMETER>DECISION",,
"LIMIT.PARAMETER>DECISION.FR",,
"LIMIT.PARAMETER>DECISION.TO",,
"LIMIT.PARAMETER>COM.PRODUCT.GRP",,
"LIMIT.PARAMETER>COM.PROD.NO|LIMIT.REFERENCE","type","strong"
"LIMIT.PARAMETER>COU.PRODUCT.GRP",,
"LIMIT.PARAMETER>COU.PROD.NO|LIMIT.REFERENCE","type","strong"
"LIMIT.PARAMETER>CCY.PRODUCT.GRP",,
"LIMIT.PARAMETER>CCY.PROD.NO|LIMIT.REFERENCE","type","strong"
"LIMIT.PARAMETER>DEFAULT.ACCT.LIMIT|LIMIT.REFERENCE","type","strong"
"LIMIT.PARAMETER>DEFAULT.CURRENCY|CURRENCY","type","strong"
"LIMIT.PARAMETER>DEFLT.NOSTRO.LIMIT|LIMIT.REFERENCE","type","strong"
"LIMIT.PARAMETER>AUTO.REV.FREQUENCY",,
"LIMIT.PARAMETER>DEFAULT.DEPOSIT|LIMIT.REFERENCE","type","strong"
"LIMIT.PARAMETER>DEFAULT.INFO|LIMIT.REFERENCE","type","strong"
"LIMIT.PARAMETER>DEF.FID.DEPOSIT|LIMIT.REFERENCE","type","strong"
"LIMIT.PARAMETER>DEFAULT.ADVISED",,
"LIMIT.PARAMETER>ADDITIONAL.VAL",,
"LIMIT.PARAMETER>ALLOW.UNUTIL.CR",,
"LIMIT.PARAMETER>PROCS.LIMIT.SWEEP",,
"LIMIT.PARAMETER>BATCH.STAGE",,
"LIMIT.PARAMETER>EXT.LIMIT.APP|PGM.FILE","type","strong"
"LIMIT.PARAMETER>EXT.LIMIT.RTN",,
"LIMIT.PARAMETER>EXT.LIMIT.NO",,
"LIMIT.PARAMETER>UPDATE.RATE",,
"LIMIT.PARAMETER>LIMIT.REFERENCE|LIMIT.REFERENCE","type","strong"
"LIMIT.PARAMETER>FX.ROUTINE",,
"LIMIT.PARAMETER>REPORT.MULTIPLE",,
"LIMIT.PARAMETER>FILTER",,
"LIMIT.PARAMETER>FILTER.OPERANDS",,
"LIMIT.PARAMETER>FILTER.FROM",,
"LIMIT.PARAMETER>FILTER.TO",,
"LIMIT.PARAMETER>DEFAULT.MAX.TOTAL",,
"LIMIT.PARAMETER>GRP.CREDIT.LIMIT",,
"LIMIT.PARAMETER>GRP.ALLOC.ONLINE",,
"LIMIT.PARAMETER>KEY.TYPE",,
"LIMIT.PREV>@ID",,
"LIMIT.PREV>LI.PREV.CONSOL.KEY",,
"LIMIT.PREV>EXPIRED.DATE",,
"LIMIT.PREV>CCY",,
"LIMIT.PREV>UPD.DATE",,
"LIMIT.PREV>EXPIRY.DATE",,
"LIMIT.PREV>LINE.AMOUNT",,
"LIMIT.PREV>UTIL.AMOUNT",,
"LIMIT.PREV>CONSOL.KEY",,
"LIMIT.RANGE>@ID",,
"LIMIT.RANGE>DESCRIPTION",,
"LIMIT.RANGE>COMP.OR.CCY",,
"LIMIT.RANGE>DISCR.VALUE",,
"LIMIT.RANGE>START.VALUE",,
"LIMIT.RANGE>END.VALUE",,
"LIMIT.REFERENCE>@ID",,
"LIMIT.REFERENCE>DESCRIPTION",,
"LIMIT.REFERENCE>SHORT.NAME",,
"LIMIT.REFERENCE>FX.OR.TIME.BAND",,
"LIMIT.REFERENCE>REDUCING.LIMIT",,
"LIMIT.REFERENCE>GET.SUB.ALLOC|LIMIT.REFERENCE","type","strong"
"LIMIT.REFERENCE>REFERENCE.CHILD|LIMIT.REFERENCE","type","strong"
"LIMIT.REFERENCE>LIMIT.MNEMONIC",,
"LIMIT.REFERENCE>LIMIT.KEY.TYPE",,
"LIMIT.REFERENCE>LIMIT.PERCENTAGE",,
"LIMIT.REFERENCE>DEFAULT.CHECK",,
"LIMIT.REFERENCE>LIMIT.BAND.LEVEL",,
"LIMIT.REFERENCE>MATURITY.PERIOD",,
"LIMIT.REFERENCE>LIMIT.SUBROUTINE|PGM.FILE","type","strong"
"LIMIT.REFERENCE>PERCENTAGE.CAP",,
"LIMIT.REFERENCE>PERCENTAGE.FLR",,
"LIMIT.REFERENCE>MAT.PERIOD.PERC",,
"LIMIT.REFERENCE>PERC.CALC.BASIS",,
"LIMIT.REFERENCE>SUB.PRODUCT.LEVEL",,
"LIMIT.REFERENCE>PARENT.REFERENCE",,
"LIMIT.REFERENCE>CONVERT.RATE",,
"LIMIT.REFERENCE>CROSS.LIMIT",,
"LIMIT.REFERENCE>MARGIN.LEVEL",,
"LIMIT.REFERENCE>MARGIN.EVENT",,
"LIMIT.REFERENCE>LTV.NUMERATOR",,
"LIMIT.REFERENCE>LTV.DENOMINATOR",,
"LIMIT.REFERENCE>LTV.LOCAL.DENOMINATOR",,
"LIMIT.REFERENCE>LTV.HIGHEST.FIELDS",,
"LIMIT.REFERENCE>LTV.LOWEST.FIELDS",,
"LIMIT.REFERENCE>IDL.ALLOWED",,
"LIMIT.REFERENCE>IDL.START.TIME",,
"LIMIT.REFERENCE>IDL.END.TIME",,
"LIMIT.REFERENCE>SINGLE.TIME.BAND",,
"LIMIT.REFERENCE>KEY.TYPE",,
"LIMIT.REFERENCE>LIMIT.TYPE",,
"LIMIT.REFERENCE>BUFFER.ALLOWED",,
"LIMIT.REFERENCE>SHARED.REF",,
"LIMIT.SHARING.GROUP>@ID",,
"LIMIT.SHARING.GROUP>SHORT.DESC",,
"LIMIT.SHARING.GROUP>CREDIT.LINE",,
"LIMIT.SHARING.GROUP>PARENT.GROUP|LIMIT.SHARING.GROUP","type","strong"
"LIMIT.SHARING.GROUP>ALLOWED.CUSTOMER|CUSTOMER","type","strong"
"LIMIT.SHARING.GROUP>ALLOWED.PRODUCT|LIMIT.REFERENCE","type","strong"
"LIMIT.SHARING.GROUP>MASTER.GROUP.KEY",,
"LIMIT.SHARING.GROUP>SINGLE.LINE.SER.NO",,
"LIMIT.SUB.ALLOC>@ID",,
"LIMIT.SUB.ALLOC>SUB.ALLOCATE.FROM",,
"LIMIT.SUB.ALLOC>SUB.ALLOCATE.TO",,
"LIMIT.SUB.ALLOC>NOTES",,
"LIMIT.SUB.ALLOC>EFFECTIVE.DATE",,
"LIMIT.SUB.ALLOC>EXPIRY.DATE",,
"LIMIT.SUB.ALLOC>K.CURRENCY|CURRENCY","type","strong"
"LIMIT.SUB.ALLOC>ONLINE.LIMIT.AMT",,
"LIMIT.SUB.ALLOC>CURRENCY|CURRENCY","type","strong"
"LIMIT.SUB.ALLOC>AUTO.RESTORE.ALLOC",,
"LIMIT.SUB.ALLOC>TIME.CODE",,
"LIMIT.TXNS>@ID",,
"LIMIT.TXNS>TXN.DATA",,
"LIMIT.TXNS>LIAB.NO",,
"LIMIT.TXNS>REF.NO",,
"LIMIT.TXNS>SER.NO",,
"LIMIT.TXNS>CUST.NO",,
"LIST.PROFILE>@ID",,
"LIST.PROFILE>SCREEN.HDR.01..39",,
"LIST.PROFILE>SCREEN.HDR.40..78",,
"LIST.PROFILE>FIELD.NO",,
"LMM.ACCOUNT.BALANCES>@ID",,
"LMM.ACCOUNT.BALANCES>DATE.FROM",,
"LMM.ACCOUNT.BALANCES>EFFECTIVE.DATE",,
"LMM.ACCOUNT.BALANCES>TRANS.PRIN.AMT",,
"LMM.ACCOUNT.BALANCES>OUTS.FWD.PRINC",,
"LMM.ACCOUNT.BALANCES>OUTS.CURR.PRINC",,
"LMM.ACCOUNT.BALANCES>OUTS.OD.PRINC",,
"LMM.ACCOUNT.BALANCES>OUTS.PRINC.NAB",,
"LMM.ACCOUNT.BALANCES>CUM.PRIN.REC",,
"LMM.ACCOUNT.BALANCES>DATE.PRIN.REC",,
"LMM.ACCOUNT.BALANCES>OUTS.ACCRUED.INT",,
"LMM.ACCOUNT.BALANCES>OUTS.OVER.DUE.INT",,
"LMM.ACCOUNT.BALANCES>INT.REC.IN.ADV",,
"LMM.ACCOUNT.BALANCES>OUTS.ACCRUED.COMM",,
"LMM.ACCOUNT.BALANCES>OUTS.OVER.DUE.COM",,
"LMM.ACCOUNT.BALANCES>COM.REC.IN.ADV",,
"LMM.ACCOUNT.BALANCES>OS.INT.ACC.ON.OD.P",,
"LMM.ACCOUNT.BALANCES>PEN.I.LAST.DAY.ACC",,
"LMM.ACCOUNT.BALANCES>PEN.INT.REC",,
"LMM.ACCOUNT.BALANCES>M.OS.I.ACC.ON.OD.P",,
"LMM.ACCOUNT.BALANCES>OS.COM.ACC.ON.OD.P",,
"LMM.ACCOUNT.BALANCES>PEN.C.LAST.DAY.ACC",,
"LMM.ACCOUNT.BALANCES>PEN.COM.REC",,
"LMM.ACCOUNT.BALANCES>M.OS.C.ACC.ON.OD.P",,
"LMM.ACCOUNT.BALANCES>OUTS.INT.ON.NAB",,
"LMM.ACCOUNT.BALANCES>OUTS.COMM.ON.NAB",,
"LMM.ACCOUNT.BALANCES>OUTS.CUR.ACC.I.PAY",,
"LMM.ACCOUNT.BALANCES>INT.PAYABLE.UCL",,
"LMM.ACCOUNT.BALANCES>INT.PAID.IN.ADV",,
"LMM.ACCOUNT.BALANCES>FEE.PAID.IN.ADV",,
"LMM.ACCOUNT.BALANCES>CHRGS.CCY|CURRENCY","type","strong"
"LMM.ACCOUNT.BALANCES>MTHLY.AMORT.AMT",,
"LMM.ACCOUNT.BALANCES>NO.OF.MTHS.LEFT",,
"LMM.ACCOUNT.BALANCES>ORIGIN.AMOR.MTH",,
"LMM.ACCOUNT.BALANCES>CHRGS.CODE",,
"LMM.ACCOUNT.BALANCES>CHRGS.AMT.DUE",,
"LMM.ACCOUNT.BALANCES>CHRGS.DUE.DATE",,
"LMM.ACCOUNT.BALANCES>CHRG.CODE",,
"LMM.ACCOUNT.BALANCES>AMT.REC",,
"LMM.ACCOUNT.BALANCES>DATE.RECEIVED",,
"LMM.ACCOUNT.BALANCES>GEN.AMT.REC",,
"LMM.ACCOUNT.BALANCES>GEN.DATE.REC",,
"LMM.ACCOUNT.BALANCES>OUTS.FEE.DUE",,
"LMM.ACCOUNT.BALANCES>FEE.DUE.DATE",,
"LMM.ACCOUNT.BALANCES>FEE.CHRG.CODE",,
"LMM.ACCOUNT.BALANCES>CUM.FEE.REC",,
"LMM.ACCOUNT.BALANCES>LAST.DATE.REC",,
"LMM.ACCOUNT.BALANCES>START.PERIOD.INT",,
"LMM.ACCOUNT.BALANCES>END.PERIOD.INT",,
